,method_name,cluster_id
0,reset,39
1,getRecognizedFeatures,5
2,setFeature,35
3,getRecognizedProperties,5
4,setProperty,37
5,getFeatureDefault,33
6,getPropertyDefault,32
7,setDocumentHandler,38
8,getDocumentHandler,10
9,startDocument,27
10,xmlDecl,10
11,doctypeDecl,10
12,comment,6
13,processingInstruction,6
14,startElement,43
15,emptyElement,42
16,endElement,31
17,startGeneralEntity,12
18,textDecl,12
19,endGeneralEntity,12
20,characters,24
21,ignorableWhitespace,12
22,startCDATA,12
23,endCDATA,12
24,endDocument,0
25,setDocumentSource,17
26,getDocumentSource,17
27,attributeDecl,9
28,elementDecl,9
29,endAttlist,9
30,endConditional,9
31,endDTD,20
32,endExternalSubset,9
33,endParameterEntity,9
34,externalEntityDecl,9
35,getDTDSource,8
36,ignoredCharacters,9
37,internalEntityDecl,9
38,notationDecl,9
39,setDTDSource,8
40,startAttlist,9
41,startConditional,9
42,startDTD,20
43,startExternalSubset,9
44,startParameterEntity,9
45,unparsedEntityDecl,9
46,getDTDHandler,9
47,setDTDHandler,9
48,setErrorReporter,22
49,handleFallbackElement,29
50,handleIncludeElement,34
51,hasXIncludeNamespace,5
52,isIncludeElement,4
53,isFallbackElement,4
54,sameBaseURIAsIncludeParent,5
55,sameLanguageAsIncludeParent,1
56,setupCurrentBaseURI,3
57,searchForRecursiveIncludes,11
58,isTopLevelIncludedItem,15
59,isTopLevelIncludedItemViaInclude,21
60,isTopLevelIncludedItemViaFallback,26
61,processAttributes,23
62,getRelativeBaseURI,25
63,getIncludeParentBaseURI,2
64,getIncludeParentLanguage,2
65,getIncludeParentDepth,26
66,getResultDepth,5
67,modifyAugmentations,30
68,getState,44
69,setState,44
70,setSawFallback,41
71,getSawFallback,41
72,setSawInclude,40
73,getSawInclude,40
74,reportResourceError,19
75,reportFatalError,19
76,reportError,5
77,setParent,11
78,setHref,3
79,setXIncludeLocator,5
80,isRootDocument,11
81,addUnparsedEntity,5
82,addNotation,5
83,checkUnparsedEntity,14
84,checkNotation,5
85,checkAndSendUnparsedEntity,28
86,checkAndSendNotation,36
87,checkWhitespace,3
88,checkMultipleRootElements,18
89,setRootElementProcessed,0
90,getRootElementProcessed,0
91,copyFeatures,5
92,copyFeatures1,5
93,saveBaseURI,21
94,restoreBaseURI,5
95,saveLanguage,21
96,restoreLanguage,5
97,getBaseURI,7
98,getLanguage,5
99,getRelativeURI,7
100,scopeOfBaseURI,5
101,scopeOfLanguage,5
102,processXMLBaseAttributes,5
103,processXMLLangAttributes,1
104,isValidInHTTPHeader,5
105,createInputSource,13
106,isEqual,5
107,escapeHref,16
